datetime,close,high_^vix,low_^vix,open_^vix,volume_^vix,rolling_mean,lower_band,upper_band,bandas_anom,if_anom,both_anom,bandas_only,if_only,combined_or,combined_and
2022-12-23,20.8700008392334,22.639999389648438,20.780000686645508,22.170000076293945,0,21.76249990463257,19.10106466167757,24.42393514758757,False,False,False,False,False,False,False
2022-12-27,21.649999618530273,22.799999237060547,21.59000015258789,21.670000076293945,0,21.73449993133545,19.08111681965463,24.38788304301627,False,False,False,False,False,False,False
2022-12-28,22.139999389648438,22.260000228881836,20.959999084472656,21.469999313354492,0,21.74699993133545,19.08818246836701,24.405817394303888,False,False,False,False,False,False,False
2022-12-29,21.440000534057617,22.309999465942383,21.360000610351562,22.25,0,21.789999961853027,19.18334437152822,24.396655552177833,False,False,False,False,False,False,False
2022-12-30,21.670000076293945,22.399999618530273,21.59000015258789,21.829999923706055,0,21.88149995803833,19.439798255425472,24.323201660651186,False,False,False,False,False,False,False
2023-01-03,22.899999618530273,23.760000228881836,22.729999542236328,23.09000015258789,0,22.073499965667725,19.98804882454702,24.158951106788432,False,False,False,False,False,False,False
2023-01-04,22.010000228881836,23.270000457763672,21.940000534057617,22.93000030517578,0,22.136499977111818,20.145401062171246,24.12759889205239,False,False,False,False,False,False,False
2023-01-05,22.459999084472656,22.920000076293945,21.969999313354492,22.200000762939453,0,22.15099992752075,20.154656946351693,24.147342908689808,False,False,False,False,False,False,False
2023-01-06,21.1299991607666,22.899999618530273,21.0,22.690000534057617,0,22.073499870300292,20.043563072919184,24.1034366676814,False,False,False,False,False,False,False
2023-01-09,21.969999313354492,21.979999542236328,21.270000457763672,21.75,0,22.05749979019165,20.029704733179546,24.085294847203752,False,False,False,False,False,False,False
2023-01-10,20.579999923706055,22.459999084472656,20.579999923706055,22.219999313354492,0,21.944999790191652,19.849144222292896,24.040855358090408,False,False,False,False,False,False,False
2023-01-11,21.09000015258789,21.25,20.6200008392334,20.799999237060547,0,21.749499797821045,20.193628518804672,23.305371076837417,False,False,False,False,False,False,False
2023-01-12,18.829999923706055,21.799999237060547,18.829999923706055,21.559999465942383,0,21.56349983215332,19.579922322846095,23.547077341460543,True,False,False,True,False,True,False
2023-01-13,18.350000381469727,19.40999984741211,18.010000228881836,19.0,0,21.423999881744386,18.976776960930298,23.871222802558474,True,False,False,True,False,True,False
2023-01-17,19.360000610351562,20.219999313354492,19.209999084472656,19.889999389648438,0,21.25049991607666,18.732000478657646,23.768999353495673,False,False,False,False,False,False,False
2023-01-18,20.34000015258789,20.579999923706055,18.709999084472656,19.280000686645508,0,21.136499881744385,18.673209651112103,23.599790112376667,False,False,False,False,False,False,False
2023-01-19,20.520000457763672,21.709999084472656,20.170000076293945,20.43000030517578,0,21.041499900817872,18.640875290237094,23.44212451139865,False,False,False,False,False,False,False
2023-01-20,19.850000381469727,20.700000762939453,19.40999984741211,20.280000686645508,0,20.95999994277954,18.511851887389327,23.408147998169753,False,False,False,False,False,False,False
2023-01-23,19.809999465942383,20.329999923706055,19.549999237060547,20.209999084472656,0,20.946999931335448,18.476295453503866,23.41770440916703,False,False,False,False,False,False,False
2023-01-24,19.200000762939453,20.469999313354492,18.90999984741211,19.889999389648438,0,20.808500003814697,18.269638191278236,23.347361816351157,False,False,False,False,False,False,False
2023-01-25,19.079999923706055,20.899999618530273,18.989999771118164,19.559999465942383,0,20.71899995803833,18.065645905828802,23.37235401024786,False,False,False,False,False,False,False
2023-01-26,18.729999542236328,19.479999542236328,18.670000076293945,19.049999237060547,0,20.572999954223633,17.816021861638017,23.32997804680925,False,False,False,False,False,False,False
2023-01-27,18.510000228881836,19.0,17.969999313354492,18.899999618530273,0,20.391499996185303,17.591272753338338,23.191727239032268,False,False,False,False,False,False,False
2023-01-30,19.940000534057617,20.25,19.540000915527344,19.760000228881836,0,20.316499996185303,17.554424373477325,23.078575618893282,False,False,False,False,False,False,False
2023-01-31,19.399999618530273,20.700000762939453,19.1299991607666,20.1200008392334,0,20.202999973297118,17.48896593314003,22.917034013454206,False,False,False,False,False,False,False
2023-02-01,17.8700008392334,20.040000915527344,17.700000762939453,19.6200008392334,0,19.951500034332277,17.360323014640798,22.542677054023756,False,False,False,False,False,False,False
2023-02-02,18.729999542236328,19.25,17.059999465942383,17.739999771118164,0,19.7875,17.33332365296894,22.241676347031063,False,False,False,False,False,False,False
2023-02-03,18.329999923706055,19.299999237060547,17.93000030517578,18.56999969482422,0,19.58100004196167,17.39307274650143,21.768927337421907,False,False,False,False,False,False,False
2023-02-06,19.43000030517578,19.809999465942383,19.209999084472656,19.229999542236328,0,19.49600009918213,17.432927498804105,21.559072699560154,False,False,False,False,False,False,False
2023-02-07,18.65999984741211,19.989999771118164,18.43000030517578,19.540000915527344,0,19.33050012588501,17.598589400122577,21.062410851647442,False,False,False,False,False,False,False
2023-02-08,19.6299991607666,20.1200008392334,18.549999237060547,18.8799991607666,0,19.28300008773804,17.6458639506336,20.920136224842476,False,False,False,False,False,False,False
2023-02-09,20.709999084472656,21.079999923706055,19.020000457763672,19.239999771118164,0,19.264000034332277,17.708373449729166,20.819626618935388,False,False,False,False,False,False,False
2023-02-10,20.530000686645508,21.940000534057617,20.440000534057617,20.739999771118164,0,19.34900007247925,17.709694811296426,20.988305333662073,False,False,False,False,False,False,False
2023-02-13,20.34000015258789,21.690000534057617,20.329999923706055,21.65999984741211,0,19.448500061035155,17.822989350451277,21.074010771619033,False,False,False,False,False,False,False
2023-02-14,18.90999984741211,20.75,18.479999542236328,20.719999313354492,0,19.426000022888182,17.78296820549903,21.069031840277333,False,False,False,False,False,False,False
2023-02-15,18.229999542236328,19.40999984741211,18.110000610351562,19.3700008392334,0,19.320499992370607,17.653779597143007,20.987220387598207,False,False,False,False,False,False,False
2023-02-16,20.170000076293945,20.270000457763672,18.229999542236328,18.260000228881836,0,19.30299997329712,17.682602414987986,20.923397531606252,False,False,False,False,False,False,False
2023-02-17,20.020000457763672,21.299999237060547,19.81999969482422,20.940000534057617,0,19.311499977111815,17.677296200601372,20.945703753622258,False,False,False,False,False,False,False
2023-02-21,22.8700008392334,23.34000015258789,21.799999237060547,21.799999237060547,0,19.46450004577637,17.187304141061265,21.741695950491472,True,False,False,True,False,True,False
2023-02-22,22.290000915527344,23.6299991607666,22.020000457763672,23.030000686645508,0,19.619000053405763,17.020709486115265,22.21729062069626,True,False,False,True,False,True,False
2023-02-23,21.139999389648438,22.43000030517578,20.889999389648438,21.959999084472656,0,19.72200002670288,17.05135930549653,22.39264074790923,False,False,False,False,False,False,False
2023-02-24,21.670000076293945,22.899999618530273,21.31999969482422,21.350000381469727,0,19.869000053405763,17.1062025421712,22.631797564640326,False,False,False,False,False,False,False
2023-02-27,20.950000762939453,22.020000457763672,20.68000030517578,21.989999771118164,0,19.99100008010864,17.26564197523528,22.716358184982003,False,False,False,False,False,False,False
2023-02-28,20.700000762939453,21.3700008392334,20.100000381469727,21.299999237060547,0,20.029000091552735,17.28550286907778,22.77249731402769,False,False,False,False,False,False,False
2023-03-01,20.579999923706055,21.31999969482422,20.219999313354492,20.389999389648438,0,20.088000106811524,17.350712552731878,22.82528766089117,False,False,False,False,False,False,False
2023-03-02,19.59000015258789,21.420000076293945,19.549999237060547,21.40999984741211,0,20.17400007247925,17.62878399017485,22.71921615478365,False,False,False,False,False,False,False
2023-03-03,18.489999771118164,19.760000228881836,18.15999984741211,19.760000228881836,0,20.16200008392334,17.58604107841286,22.73795908943382,False,False,False,False,False,False,False
2023-03-06,18.610000610351562,19.190000534057617,18.489999771118164,19.049999237060547,0,20.176000118255615,17.63921846258741,22.71278177392382,False,False,False,False,False,False,False
2023-03-07,19.59000015258789,19.739999771118164,18.510000228881836,18.639999389648438,0,20.184000110626222,17.65613057736605,22.711869643886395,False,False,False,False,False,False,False
2023-03-08,19.110000610351562,20.010000228881836,19.0,19.709999084472656,0,20.206500148773195,17.728221294338336,22.684779003208053,False,False,False,False,False,False,False
2023-03-09,22.610000610351562,23.139999389648438,18.8799991607666,19.329999923706055,0,20.35550022125244,17.673226852034748,23.037773590470135,False,True,False,False,True,True,False
2023-03-10,24.799999237060547,28.969999313354492,21.790000915527344,23.34000015258789,0,20.560000228881837,17.220734582402216,23.899265875361458,True,False,False,True,False,True,False
2023-03-13,26.520000457763672,30.809999465942383,23.850000381469727,24.049999237060547,0,20.859500217437745,16.587375159707967,25.131625275167522,True,False,False,True,False,True,False
2023-03-14,23.729999542236328,27.239999771118164,22.270000457763672,26.850000381469727,0,21.029000186920165,16.578387439505384,25.479612934334945,False,False,False,False,False,False,False
2023-03-15,26.139999389648438,29.90999984741211,23.190000534057617,23.209999084472656,0,21.390500164031984,16.510761464754843,26.270238863309125,False,False,False,False,False,False,False
2023-03-16,22.989999771118164,27.489999771118164,22.969999313354492,26.190000534057617,0,21.628500175476074,16.937118578355452,26.319881772596695,False,False,False,False,False,False,False
2023-03-17,25.510000228881836,26.139999389648438,22.579999923706055,22.920000076293945,0,21.89550018310547,16.952539613390346,26.83846075282059,False,False,False,False,False,False,False
2023-03-20,24.149999618530273,28.90999984741211,24.0,27.770000457763672,0,22.102000141143797,17.14389131234458,27.060108969943016,False,False,False,False,False,False,False
2023-03-21,21.3799991607666,24.15999984741211,21.290000915527344,24.15999984741211,0,22.027500057220458,17.073204523999603,26.981795590441312,False,False,False,False,False,False,False
2023-03-22,22.260000228881836,22.3799991607666,19.940000534057617,21.799999237060547,0,22.026000022888184,17.072020979480364,26.979979066296004,False,False,False,False,False,False,False
2023-03-23,22.610000610351562,24.90999984741211,20.15999984741211,21.540000915527344,0,22.09950008392334,17.157263660547013,27.041736507299664,False,False,False,False,False,False,False
2023-03-24,21.739999771118164,25.209999084472656,21.600000381469727,22.110000610351562,0,22.10300006866455,17.161945326648624,27.044054810680475,False,False,False,False,False,False,False
2023-03-27,20.600000381469727,22.93000030517578,20.56999969482422,22.049999237060547,0,22.085500049591065,17.124810794118925,27.046189305063205,False,False,False,False,False,False,False
2023-03-28,19.969999313354492,21.399999618530273,19.90999984741211,20.530000686645508,0,22.048999977111816,17.03493197932945,27.06306797489418,False,False,False,False,False,False,False
2023-03-29,19.1200008392334,19.450000762939453,19.09000015258789,19.389999389648438,0,21.976000022888183,16.831075801937715,27.12092424383865,False,False,False,False,False,False,False
2023-03-30,19.020000457763672,20.079999923706055,18.850000381469727,19.1200008392334,0,21.947500038146973,16.740978662792255,27.15402141350169,False,False,False,False,False,False,False
2023-03-31,18.700000762939453,19.43000030517578,18.520000457763672,19.209999084472656,0,21.958000087738036,16.780069259852148,27.135930915623923,False,False,False,False,False,False,False
2023-04-03,18.549999237060547,19.829999923706055,18.540000915527344,19.790000915527344,0,21.955000019073488,16.768838561245023,27.141161476901953,False,False,False,False,False,False,False
2023-04-04,19.0,20.030000686645508,18.579999923706055,18.790000915527344,0,21.925500011444093,16.676366119940894,27.174633902947292,False,False,False,False,False,False,False
2023-04-05,19.079999923706055,20.079999923706055,19.0,19.420000076293945,0,21.923999977111816,16.671462339347713,27.17653761487592,False,False,False,False,False,False,False
2023-04-06,18.399999618530273,19.8799991607666,18.350000381469727,19.299999237060547,0,21.71349992752075,16.24376989449197,27.183229960549532,False,False,False,False,False,False,False
2023-04-10,18.969999313354492,20.049999237060547,18.93000030517578,19.389999389648438,0,21.42199993133545,16.023927776650062,26.820072086020836,False,False,False,False,False,False,False
2023-04-11,19.100000381469727,19.280000686645508,18.559999465942383,19.079999923706055,0,21.050999927520753,16.129289234882204,25.9727106201593,False,False,False,False,False,False,False
2023-04-12,19.09000015258789,19.979999542236328,18.25,19.3799991607666,0,20.81899995803833,15.99248605560101,25.64551386047565,False,False,False,False,False,False,False
2023-04-13,17.799999237060547,19.059999465942383,17.770000457763672,18.829999923706055,0,20.401999950408936,16.098368108047023,24.70563179277085,False,False,False,False,False,False,False
2023-04-14,17.06999969482422,18.1200008392334,17.06999969482422,17.940000534057617,0,20.10599994659424,15.737980137492045,24.474019755696432,False,False,False,False,False,False,False
2023-04-17,16.950000762939453,17.790000915527344,16.899999618530273,17.579999923706055,0,19.67799997329712,15.902134279494,23.45386566710024,False,False,False,False,False,False,False
2023-04-18,16.829999923706055,17.34000015258789,16.579999923706055,16.940000534057617,0,19.311999988555907,15.966784334027617,22.6572156430842,False,False,False,False,False,False,False
2023-04-19,16.459999084472656,17.719999313354492,16.170000076293945,17.299999237060547,0,19.06599998474121,15.638504644016637,22.493495325465787,False,False,False,False,False,False,False
2023-04-20,17.170000076293945,17.690000534057617,16.329999923706055,16.850000381469727,0,18.811499977111815,15.635953161659465,21.987046792564165,False,False,False,False,False,False,False
2023-04-21,16.770000457763672,17.709999084472656,16.579999923706055,17.510000228881836,0,18.51949996948242,15.76906281268717,21.26993712627767,False,False,False,False,False,False,False
2023-04-24,16.889999389648438,18.239999771118164,16.739999771118164,18.219999313354492,0,18.276999950408936,15.891039937890081,20.66295996292779,False,False,False,False,False,False,False
2023-04-25,18.760000228881836,19.860000610351562,17.329999923706055,17.6200008392334,0,18.18499994277954,16.047194730364858,20.322805155194224,False,False,False,False,False,False,False
2023-04-26,18.84000015258789,19.610000610351562,17.8700008392334,18.65999984741211,0,18.12849998474121,16.134431915042622,20.1225680544398,False,False,False,False,False,False,False
2023-04-27,17.030000686645508,18.43000030517578,16.719999313354492,18.43000030517578,0,18.023999977111817,16.029656280929963,20.01834367329367,False,False,False,False,False,False,False
2023-04-28,15.779999732971191,17.649999618530273,15.720000267028809,17.209999084472656,0,17.86199994087219,15.689864338761826,20.034135542982558,False,False,False,False,False,False,False
2023-05-01,16.079999923706055,16.6200008392334,15.529999732971191,16.40999984741211,0,17.73099989891052,15.457982865385379,20.004016932435665,False,False,False,False,False,False,False
2023-05-02,17.780000686645508,19.809999465942383,16.260000228881836,16.270000457763672,0,17.692499971389772,15.452040580633646,19.932959362145898,False,False,False,False,False,False,False
2023-05-03,18.34000015258789,18.829999923706055,17.190000534057617,17.81999969482422,0,17.659499979019166,15.481558072315485,19.837441885722846,False,False,False,False,False,False,False
2023-05-04,20.09000015258789,21.329999923706055,18.670000076293945,19.170000076293945,0,17.709999990463256,15.35382990521758,20.066170075708932,True,False,False,True,False,True,False
2023-05-05,17.190000534057617,19.6299991607666,16.690000534057617,19.5,0,17.649500036239623,15.305823300667715,19.99317677181153,False,True,False,False,True,True,False
2023-05-08,16.979999542236328,17.8799991607666,16.829999923706055,17.729999542236328,0,17.550000047683717,15.274389977475968,19.825610117891465,False,False,False,False,False,False,False
2023-05-09,17.709999084472656,17.860000610351562,17.219999313354492,17.290000915527344,0,17.480499982833862,15.322338038907809,19.638661926759916,False,False,False,False,False,False,False
2023-05-10,16.940000534057617,18.309999465942383,16.360000610351562,17.579999923706055,0,17.37300000190735,15.341955516830984,19.404044486983718,False,False,False,False,False,False,False
2023-05-11,16.93000030517578,18.190000534057617,16.6299991607666,16.799999237060547,0,17.32950005531311,15.299695887724285,19.35930422290194,False,False,False,False,False,False,False
2023-05-12,17.030000686645508,17.920000076293945,16.3799991607666,16.829999923706055,0,17.327500104904175,15.296540881554398,19.358459328253954,False,False,False,False,False,False,False
2023-05-15,17.1200008392334,18.15999984741211,17.079999923706055,17.440000534057617,0,17.33600010871887,15.310276940455074,19.361723276982666,False,False,False,False,False,False,False
2023-05-16,17.989999771118164,18.299999237060547,17.260000228881836,17.540000915527344,0,17.39400010108948,15.362859246014805,19.425140956164153,False,False,False,False,False,False,False
2023-05-17,16.8700008392334,18.260000228881836,16.68000030517578,17.959999084472656,0,17.414500188827514,15.415021581636543,19.413978796018483,False,False,False,False,False,False,False
2023-05-18,16.049999237060547,17.149999618530273,16.049999237060547,16.920000076293945,0,17.358500146865843,15.269458196906966,19.44754209682472,False,False,False,False,False,False,False
2023-05-19,16.809999465942383,17.360000610351562,15.850000381469727,16.1299991607666,0,17.36050009727478,15.273755042202025,19.447245152347534,False,False,False,False,False,False,False
2023-05-22,17.209999084472656,18.1299991607666,16.81999969482422,17.450000762939453,0,17.37650008201599,15.300062949158058,19.452937214873923,False,False,False,False,False,False,False
2023-05-23,18.530000686645508,19.309999465942383,17.299999237060547,17.350000381469727,0,17.365000104904176,15.318493245789824,19.41150696401853,False,False,False,False,False,False,False
2023-05-24,20.030000686645508,20.809999465942383,18.799999237060547,18.799999237060547,0,17.424500131607054,15.141856145839128,19.70714411737498,True,False,False,True,False,True,False
2023-05-25,19.139999389648438,19.950000762939453,18.700000762939453,19.540000915527344,0,17.530000066757204,15.132000676769849,19.92799945674456,False,False,False,False,False,False,False
2023-05-26,17.950000762939453,19.559999465942383,17.270000457763672,19.06999969482422,0,17.638500118255614,15.381680777663147,19.89531945884808,False,False,False,False,False,False,False
2023-05-30,17.459999084472656,18.34000015258789,16.979999542236328,17.559999465942383,0,17.707500076293947,15.570085052446201,19.844915100141694,False,False,False,False,False,False,False
2023-05-31,17.940000534057617,18.399999618530273,17.1200008392334,18.040000915527344,0,17.71550006866455,15.575746059113174,19.85525407821593,False,False,False,False,False,False,False
2023-06-01,15.649999618530273,17.59000015258789,15.579999923706055,17.239999771118164,0,17.58100004196167,15.274825907274241,19.887174176649097,False,False,False,False,False,False,False
2023-06-02,14.600000381469727,15.649999618530273,14.420000076293945,15.649999618530273,0,17.306500053405763,14.95135525021345,19.661644856598077,True,False,False,True,False,True,False
2023-06-05,14.729999542236328,15.289999961853027,14.65999984741211,15.279999732971191,0,17.183500003814697,14.560963627625146,19.806036380004247,False,False,False,False,False,False,False
2023-06-06,13.960000038146973,14.970000267028809,13.949999809265137,14.90999984741211,0,17.03250002861023,14.039083367734502,20.025916689485957,True,False,False,True,False,True,False
2023-06-07,13.9399995803833,14.289999961853027,13.770000457763672,14.140000343322754,0,16.84400005340576,13.568686008513117,20.119314098298407,False,False,False,False,False,False,False
2023-06-08,13.649999618530273,14.210000038146973,13.529999732971191,14.140000343322754,0,16.679500007629393,13.107453348987995,20.25154666627079,False,False,False,False,False,False,False
2023-06-09,13.829999923706055,14.140000343322754,13.5,13.779999732971191,0,16.52449998855591,12.735760230421338,20.31323974669048,False,False,False,False,False,False,False
2023-06-12,15.010000228881836,15.020000457763672,14.319999694824219,14.4399995803833,0,16.423499965667723,12.584139656848555,20.26286027448689,False,False,False,False,False,False,False
2023-06-13,14.609999656677246,15.0600004196167,14.470000267028809,14.989999771118164,0,16.297999906539918,12.391004005353778,20.204995807726057,False,False,False,False,False,False,False
2023-06-14,13.880000114440918,14.729999542236328,13.829999923706055,14.479999542236328,0,16.092499923706054,12.12828671550343,20.05671313190868,False,False,False,False,False,False,False
2023-06-15,14.5,14.520000457763672,13.789999961853027,14.09000015258789,0,15.973999881744385,11.966194645776943,19.98180511771183,False,False,False,False,False,False,False
2023-06-16,13.539999961853027,14.539999961853027,13.479999542236328,14.489999771118164,0,15.84849991798401,11.69612676684758,20.000873069120438,False,False,False,False,False,False,False
2023-06-20,13.880000114440918,14.670000076293945,13.859999656677246,14.359999656677246,0,15.701999950408936,11.48619688598178,19.917803014836093,False,False,False,False,False,False,False
2023-06-21,13.199999809265137,13.890000343322754,13.100000381469727,13.880000114440918,0,15.50149998664856,11.206982867068316,19.796017106228803,False,False,False,False,False,False,False
2023-06-22,12.90999984741211,13.979999542236328,12.729999542236328,13.880000114440918,0,15.220499944686889,11.02605491799094,19.414944971382837,False,False,False,False,False,False,False
2023-06-23,13.4399995803833,13.800000190734863,12.880000114440918,13.239999771118164,0,14.890999889373779,11.294627987443024,18.487371791304533,False,False,False,False,False,False,False
2023-06-26,14.25,14.710000038146973,13.779999732971191,14.430000305175781,0,14.646499919891358,11.651863979482659,17.641135860300057,False,False,False,False,False,False,False
2023-06-27,13.739999771118164,14.34000015258789,13.59000015258789,14.109999656677246,0,14.435999870300293,11.8559272374512,17.01607250314939,False,False,False,False,False,False,False
2023-06-28,13.430000305175781,13.960000038146973,13.359999656677246,13.899999618530273,0,14.23449993133545,12.049618885514136,16.419380977156763,False,False,False,False,False,False,False
2023-06-29,13.539999961853027,13.850000381469727,13.40999984741211,13.640000343322754,0,14.01449990272522,12.680042010434125,15.348957795016315,False,False,False,False,False,False,False
2023-06-30,13.59000015258789,13.59000015258789,12.960000038146973,13.510000228881836,0,13.9114999294281,12.811083195697837,15.011916663158363,False,False,False,False,False,False,False
2023-07-03,13.569999694824219,13.850000381469727,13.470000267028809,13.850000381469727,0,13.859999895095825,12.799572954318723,14.920426835872927,False,False,False,False,False,False,False
2023-07-05,14.180000305175781,14.739999771118164,14.050000190734863,14.1899995803833,0,13.832499933242797,12.840768212533876,14.824231653951719,False,False,False,False,False,False,False
2023-07-06,15.4399995803833,17.079999923706055,14.789999961853027,14.850000381469727,0,13.906499910354615,12.68132065520852,15.13167916550071,True,False,False,True,False,True,False
2023-07-07,14.829999923706055,16.059999465942383,14.329999923706055,15.970000267028809,0,13.950999927520751,12.657926884392872,15.24407297064863,False,False,False,False,False,False,False
2023-07-10,15.069999694824219,16.209999084472656,15.039999961853027,16.079999923706055,0,14.021999931335449,12.645282303062881,15.398717559608016,False,False,False,False,False,False,False
2023-07-11,14.84000015258789,15.25,14.630000114440918,15.020000457763672,0,14.07249994277954,12.652034887805945,15.492964997753136,False,False,False,False,False,False,False
